x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
0.03,7.62,162.43,161.2,1,0,0,30,272.6,2.417221,3.10232006
0.03,7.62,169.9,168.72,1,0,0,30,473.9,2.417221,2.884776212
0.03,7.62,110.95,109.14,1,0,0,30,215,2.417221,3.230747776
0.03,7.62,86.54,85.95,1,0,0,30,260.75,2.417221,3.94112508
0.03,7.62,96.59,95.87,1,0,0,30,215,2.417221,3.691825476
0.03,7.62,113.13,111.67,1,0,0,30,276.11,2.417221,3.400634791
0.03,7.62,110.22,108.91,1,0,0,30,215,2.417221,3.30285663
0.03,7.62,38.49,38.36,1,0,0,30,375.3,2.417221,5.962380371
0.03,7.62,100.03,98.3,1,0,0,30,215,2.417221,3.985196553
0.03,7.62,102.39,101.27,1,0,0,30,212.39,2.417221,4.646367253
0.03,7.62,106.87,105.45,1,0,0,30,215,2.417221,4.664234617
0.03,7.62,105.66,104.17,1,0,0,30,184.77,2.417221,4.443594772
0.03,7.62,103.73,102.16,1,0,0,30,215,2.417221,4.560251009
0.03,7.62,104.52,102.84,1,0,0,30,215,2.417221,4.179224116
0.03,7.62,101.33,99.89,1,0,0,30,226.38,2.417221,4.585779145
0.03,7.62,101.76,100.11,1,0,0,30,215,2.417221,4.371447695
0.03,7.62,102.59,100.84,1,0,0,30,215,2.417221,4.377447781
0.03,7.62,103.45,101.63,1,0,0,30,215,2.417221,4.516017053
0.03,7.62,98.93,97.69,1,0,0,30,215,2.417221,4.685669792
0.03,7.62,100.8,98.98,1,0,0,30,215,2.417221,4.175088522
0.03,7.62,101.43,99.54,1,0,0,30,215,2.417221,4.710211834
0.03,7.62,96.39,94.87,1,0,0,30,194.98,2.417221,4.226844666
0.03,7.62,97.64,95.85,1,0,0,30,215,2.417221,4.314113024
0.03,7.62,96.6,94.73,1,0,0,30,272.6,2.417221,3.93180452
0.03,7.62,94.84,93.15,1,0,0,30,473.9,2.417221,4.739446379
0.03,7.62,92.73,90.59,1,0,0,30,473.9,2.417221,4.045048867
0.03,7.62,89.91,87.67,1,0,0,30,438.13,2.417221,4.281763497
0.03,7.62,88.45,86.16,1,0,0,30,553.4,2.417221,3.509430753
0.03,7.62,110.9,110.28,1,0,0,30,272.6,2.417221,4.338927077
0.03,7.62,106.48,105.49,1,0,0,30,272.6,2.417221,4.430196108
0.03,7.62,91.19,89.96,1,0,0,30,272.6,2.417221,4.266010038
0.03,7.62,118.34,116.64,1,0,0,30,473.9,2.417221,4.159012728
0.03,7.62,84.46,83.57,1,0,0,30,272.6,2.417221,3.983335338
0.03,7.62,108.1,107.28,1,0,0,30,473.9,2.417221,4.462614374
0.03,7.62,103.46,102.46,1,0,0,30,403.17,2.417221,4.389357573
0.03,7.62,99.24,98.51,1,0,0,30,473.9,2.417221,4.689599354
0.03,7.62,92.42,90.34,1,0,0,30,473.9,2.417221,4.420523989
0.03,7.62,119.3,117.61,1,0,0,30,553.4,2.417221,3.524882401
0.03,7.62,121.15,119.49,1,0,0,30,553.4,2.417221,3.511530278
0.03,7.62,122.48,120.84,1,0,0,30,1023.45,2.417221,3.492571553
0.03,7.62,97.39,95.31,1,0,0,30,553.4,2.417221,3.640881179
0.03,7.62,123.57,121.94,1,0,0,30,553.4,2.417221,3.349940994
0.03,7.62,101.74,99.76,1,0,0,30,553.4,2.417221,3.663292673
0.03,7.62,109.27,107.42,1,0,0,30,553.4,2.417221,4.13381784
0.03,7.62,119,117.31,1,0,0,30,1022.77,2.417221,3.52991748
0.03,7.62,119.97,118.3,1,0,0,30,553.4,2.417221,3.73591125
0.03,7.62,119.36,117.67,1,0,0,30,553.4,2.417221,3.172452941
0.03,7.62,123.86,122.24,1,0,0,30,553.4,2.417221,3.228611991
0.03,7.62,121.7,120.91,1,0,0,30,272.6,2.417221,3.82701465
0.03,7.62,123.71,122.14,1,0,0,30,224.22,2.417221,3.477156243
0.03,7.62,94.16,92.01,1,0,0,30,473.9,2.417221,3.735196178
0.03,7.62,102.56,101.7,1,0,0,30,473.9,2.417221,4.180904435
0.03,7.62,105.56,103.65,1,0,0,30,324.38,2.417221,4.617321291
0.03,7.62,108.96,107.88,1,0,0,30,375.3,2.417221,4.329647231
0.03,7.62,109.01,107.81,1,0,0,30,215,2.417221,4.975844637
0.03,7.62,99.17,97.27,1,0,0,30,215,2.417221,4.295205562
0.03,7.62,107.75,106.11,1,0,0,30,473.9,2.417221,4.041884996
0.03,7.62,100.13,98.33,1,0,0,30,215,2.417221,4.300290123
0.03,7.62,86.69,86.57,1,0,0,30,517.33,2.417221,4.104394602
0.03,7.62,72.61,72.52,1,0,0,30,473.9,2.417221,4.287837093
0.03,7.62,88.2,87.63,1,0,0,30,473.9,2.417221,4.153593924
0.03,7.62,85.09,84.95,1,0,0,30,473.9,2.417221,4.26115184
0.03,7.62,82.29,82.23,1,0,0,30,473.9,2.417221,4.43068177
0.03,7.62,92.7,92.26,1,0,0,30,272.6,2.417221,4.212625394
0.03,7.62,50.85,49.81,1,0,0,30,426,2.417221,4.721994442
0.03,7.62,54.66,54.28,1,0,0,30,558.76,2.417221,4.551908834
0.03,7.62,66.51,66.25,1,0,0,30,473.9,2.417221,4.007880263
0.03,7.62,56.12,56.03,1,0,0,30,473.9,2.417221,4.631897196
0.03,7.62,31.6,28.05,1,0,0,30,473.9,2.417221,5.196649275
0.03,7.62,34.23,30.18,1,0,0,30,489.22,2.417221,4.860796943
0.03,7.62,42.66,40.89,1,0,0,30,423.4,2.417221,5.191177268
0.03,7.62,37.54,35.69,1,0,0,30,393.77,2.417221,5.305766741
0.03,7.62,24.18,19.84,1,0,0,30,272.6,2.417221,4.893207325
0.03,7.62,29.9,25.44,1,0,0,30,272.6,2.417221,5.00776536
0.03,7.62,23.41,19.9,1,0,0,30,540.66,2.417221,5.224942318
0.03,7.62,27.06,22.08,1,0,0,30,362.03,2.417221,4.838549905
0.03,7.62,29.06,26.32,1,0,0,30,272.6,2.417221,5.360147553
0.03,7.62,26.81,26,1,0,0,30,704.64,2.417221,6.373633387
0.03,7.62,18.8,16.74,1,0,0,30,465.55,2.417221,4.814945978
0.03,7.62,35.67,35,1,0,0,30,520.37,2.417221,6.056475806
0.03,7.62,18.96,13.55,1,0,0,30,551.21,2.417221,4.936510426
0.03,7.62,9.45,3.78,1,0,0,30,487.27,2.417221,5.629527299
0.03,7.62,14.99,9.51,1,0,0,30,272.6,2.417221,4.920364553
0.03,7.62,13.18,7.66,1,0,0,30,272.6,2.417221,5.339594449
0.03,7.62,5,0,1,0,0,30,579.1,2.417221,5.852388342
0.03,7.62,11.55,5.97,1,0,0,30,454.55,2.417221,5.232870689
0.03,7.62,10.9,5.3,1,0,0,30,460.69,2.417221,5.168789407
0.03,7.62,11.92,6.36,1,0,0,30,272.6,2.417221,5.396984247
0.03,7.62,15.96,10.5,1,0,0,30,272.6,2.417221,4.962696284
0.03,7.62,17.28,11.84,1,0,0,30,473.9,2.417221,4.926266633
0.03,7.62,22.9,17.13,1,0,0,30,272.6,2.417221,5.055128124
0.03,7.62,14.08,8.53,1,0,0,30,272.6,2.417221,5.013076971
0.03,7.62,22.96,17.19,1,0,0,30,272.6,2.417221,4.962298257
0.03,7.62,15.66,9.8,1,0,0,30,476.14,2.417221,4.99347709
0.03,7.62,22.44,16.62,1,0,0,30,272.6,2.417221,4.774597442
0.03,7.62,6.72,0.59,1,0,0,30,305.85,2.417221,6.49222813
0.03,7.62,6.54,0.64,1,0,0,30,433.63,2.417221,6.029297492
0.03,7.62,5.62,0,1,0,0,30,487.34,2.417221,6.363832141
0.03,7.62,24.38,19.02,1,0,0,30,401.26,2.417221,5.312008237
0.03,7.62,5.14,0,1,0,0,30,624.85,2.417221,6.470778665
0.03,7.62,6.53,0,1,0,0,30,468.14,2.417221,6.111193309
0.03,7.62,13.37,0,1,0,0,30,549.43,2.417221,6.159518269
0.03,7.62,6.78,0.91,1,0,0,30,573.02,2.417221,5.715083596
0.03,7.62,7.13,2.76,1,0,0,30,614.98,2.417221,6.13958482
0.03,7.62,8.2,0,1,0,0,30,443.04,2.417221,5.980110999
0.03,7.62,10.96,0,1,0,0,30,363.99,2.417221,6.321107699
0.03,7.62,10.78,5.18,1,0,0,30,472.81,2.417221,5.390107782
0.03,7.62,80.32,80.18,1,0,0,30,473.9,2.417221,4.546981742
0.03,7.62,11.24,0,1,0,0,30,553.4,2.417221,6.665035081
0.03,7.62,58.09,55.14,1,0,0,30,999.66,2.417221,4.128055381
0.03,7.62,10.97,7,1,0,0,30,473.9,2.417221,4.76629022
0.03,7.62,18.16,4.67,1,0,0,30,553.4,2.417221,6.630453073
0.03,7.62,8.88,0,1,0,0,30,553.4,2.417221,5.662040432
0.03,7.62,88.07,87.67,1,0,0,30,473.9,2.417221,4.263639312
0.03,7.62,54.6,54.5,1,0,0,30,589.85,2.417221,4.411335006
0.03,7.62,45.29,45.15,1,0,0,30,446.63,2.417221,6.28199189
0.03,7.62,55.35,54.46,1,0,0,30,473.9,2.417221,4.399458491
0.03,7.62,49.06,47.67,1,0,0,30,375.3,2.417221,4.688688349
0.03,7.62,16.84,11.39,1,0,0,30,473.9,2.417221,4.802307693
0.03,7.62,8.34,2.13,1,0,0,30,272.6,2.417221,5.488231911
0.03,7.62,7.74,1.51,1,0,0,30,714.27,2.417221,5.48252019
0.03,7.62,12.09,6.1,1,0,0,30,494.1,2.417221,5.061084253
0.03,7.62,18.58,12.89,1,0,0,30,473.9,2.417221,4.674995915
0.03,7.62,22.7,17.18,1,0,0,30,575.54,2.417221,4.823294144
0.03,7.62,20.56,14.99,1,0,0,30,473.9,2.417221,5.044082875
0.03,7.62,21.44,16.01,1,0,0,30,473.9,2.417221,4.952767085
0.03,7.62,18.72,13.08,1,0,0,30,473.9,2.417221,5.090205207
0.03,7.62,17,11.6,1,0,0,30,212.72,2.417221,5.194850357
0.03,7.62,27.75,22.14,1,0,0,30,237.53,2.417221,4.708328885
0.03,7.62,32.81,27.5,1,0,0,30,215,2.417221,4.362998428
0.03,7.62,35.56,31.07,1,0,0,30,230.3,2.417221,4.290655845
0.03,7.62,26.99,21.78,1,0,0,30,215.34,2.417221,4.640892132
0.03,7.62,17.1,12.4,1,0,0,30,493.09,2.417221,5.141095869
0.03,7.62,31.08,25.44,1,0,0,30,198.58,2.417221,4.870933199
0.03,7.62,32.16,26.84,1,0,0,30,215,2.417221,4.613816518
0.03,7.62,42.79,37.95,1,0,0,30,215,2.417221,4.191864195
0.03,7.62,12.94,7.41,1,0,0,30,459.34,2.417221,5.459291262
0.03,7.62,14.11,9.35,1,0,0,30,475.46,2.417221,5.478091958
0.03,7.62,20.33,14.93,1,0,0,30,272.6,2.417221,4.99483342
0.03,7.62,17.86,13.15,1,0,0,30,599.64,2.417221,5.022660402
0.03,7.62,6.96,1.84,1,0,0,30,664.43,2.417221,6.78142034
0.03,7.62,14.25,8.29,1,0,0,30,473.9,2.417221,5.103083291
0.03,7.62,14.25,9.79,1,0,0,30,652.85,2.417221,5.377127489
0.03,7.62,38.07,32.97,1,0,0,30,215,2.417221,4.157142725
0.03,7.62,28.8,24.21,1,0,0,30,215,2.417221,4.493153289
0.03,7.62,40.58,35.34,1,0,0,30,215,2.417221,4.304177088
0.03,7.62,71.27,70.61,1,0,0,30,537.92,2.417221,4.785100486
0.03,7.62,56.56,52.9,1,0,0,30,272.6,2.417221,4.305161073
0.03,7.62,68.71,65.74,1,0,0,30,473.9,2.417221,3.280732017
0.03,7.62,94.99,92.86,1,0,0,30,272.6,2.417221,3.024544064
0.03,7.62,66.87,63.81,1,0,0,30,272.6,2.417221,3.747698338
0.03,7.62,82.84,80.39,1,0,0,30,473.9,2.417221,3.197798011
0.03,7.62,81.23,78.73,1,0,0,30,272.6,2.417221,3.115527611
0.03,7.62,82.1,79.62,1,0,0,30,272.6,2.417221,3.099907587
0.03,7.62,82.83,80.38,1,0,0,30,272.6,2.417221,3.305366752
0.03,7.62,83.78,81.36,1,0,0,30,272.6,2.417221,3.479229593
0.03,7.62,83.88,81.46,1,0,0,30,272.6,2.417221,3.226770674
0.03,7.62,81.67,79.18,1,0,0,30,272.6,2.417221,3.130543979
0.03,7.62,81.35,78.86,1,0,0,30,272.6,2.417221,2.841629097
0.03,7.62,63.53,60.3,1,0,0,30,272.6,2.417221,3.892771784
0.03,7.62,83.31,80.88,1,0,0,30,272.6,2.417221,3.30363131
0.03,7.62,74.45,71.72,1,0,0,30,473.9,2.417221,3.304916072
0.03,7.62,50.69,46.57,1,0,0,30,272.6,2.417221,3.455418358
0.03,7.62,53.34,49.44,1,0,0,30,272.6,2.417221,4.212529662
0.03,7.62,54.29,50.47,1,0,0,30,527.54,2.417221,4.048674533
0.03,7.62,60.01,56.58,1,0,0,30,553.4,2.417221,3.266607826
0.03,7.62,65.79,62.67,1,0,0,30,704.96,2.417221,3.770315878
0.03,7.62,70.33,67.42,1,0,0,30,473.9,2.417221,3.42015328
0.03,7.62,76.13,73.45,1,0,0,30,375.3,2.417221,3.521051894
0.03,7.62,78.48,75.89,1,0,0,30,473.9,2.417221,2.9074614
0.03,7.62,56.3,52.63,1,0,0,30,272.6,2.417221,4.352863426
0.03,7.62,57.65,54.07,1,0,0,30,473.9,2.417221,4.206197169
0.03,7.62,59.43,55.96,1,0,0,30,272.6,2.417221,3.528578536
0.03,7.62,80,77.46,1,0,0,30,473.9,2.417221,3.222744467
0.03,7.62,48.33,43.99,1,0,0,30,728.01,2.417221,3.355444689
0.03,7.62,45.35,40.7,1,0,0,30,418.24,2.417221,4.346174526
0.03,7.62,65.25,62.11,1,0,0,30,845.34,2.417221,4.012946388
0.03,7.62,58.97,55.47,1,0,0,30,473.9,2.417221,3.978650475
0.03,7.62,61.16,57.79,1,0,0,30,272.6,2.417221,3.619664387
0.03,7.62,65.9,62.79,1,0,0,30,473.9,2.417221,4.431910467
0.03,7.62,79.69,77.14,1,0,0,30,272.6,2.417221,3.231837201
0.03,7.62,89.28,87.01,1,0,0,30,473.9,2.417221,3.154745429
0.03,7.62,36.7,30.77,1,0,0,30,553.4,2.417221,3.53761248
0.03,7.62,46.62,42.25,1,0,0,30,215,2.417221,3.99414292
0.03,7.14,188.7,187.99,0,0,0,65,175,2.417221,3.383904442
0.03,7.14,131.45,131.17,0,0,0,65,523,2.417221,2.125077946
0.03,7.14,130.83,130.8,0,0,0,65,274.5,2.417221,2.5556567
0.03,7.14,12.41,12.02,0,0,0,65,326,2.417221,6.693874227
0.03,7.14,166.54,166.07,0,0,0,65,274.5,2.417221,2.830412661
0.03,7.14,183.59,182.78,0,0,0,65,346,2.417221,2.712111792
0.03,7.14,6.59,0,0,0,0,65,276,2.417221,6.058906572
0.03,7.14,168.21,167.29,0,0,0,65,338.6,2.417221,3.40435938
0.03,7.14,178.03,177.28,0,0,0,65,424.8,2.417221,2.898510072
0.03,7.14,169.28,168.46,0,0,0,65,338.6,2.417221,2.842881481
0.03,7.14,169.51,168.26,0,0,0,65,274.5,2.417221,2.911321629
0.03,7.14,35.82,34.3,0,0,0,65,659.6,2.417221,4.504062631
0.03,7.14,45.34,45.16,0,0,0,65,471,2.417221,3.129016861
0.03,7.14,97.56,97.51,0,0,0,65,297,2.417221,2.885696526
0.03,7.68,35.1,34.61,0,0,0,90,659.6,2.417221,4.544868661
0.03,7.21,50.87,50.78,0,0,2,90,274.5,2.417221,4.346593745
0.03,7.54,31.56,26.46,1,0,0,12,274.5,2.417221,4.855105694
0.03,7.54,97.05,80,1,0,0,12,274.5,2.417221,4.23192059
0.03,7.37,12.97,12.56,0,0,0,88,723.95,2.417221,6.433939691
0.03,7.37,75.76,75.58,0,0,0,88,274.5,2.417221,5.125073863
0.03,7.37,50.15,49.97,0,0,0,88,274.5,2.417221,5.061861232
0.03,7.37,64.47,63.96,0,0,0,88,274.5,2.417221,4.531974483
0.03,7.37,174.59,174.55,0,0,0,88,274.5,2.417221,3.370232087
0.03,7.37,171.8,171.75,0,0,0,88,274.5,2.417221,2.544174502
0.03,7.37,93.62,93.3,0,0,0,88,274.5,2.417221,4.691976684
0.03,5.61,13.17,8.57,1,0,10,50,370.789,0.32,5.777285182
0.03,5.61,22,17.79,1,0,10,50,684.935,2.417221,5.841455245
0.03,5.61,25.69,23.67,1,0,10,50,365.22,2.918,4.648595901
0.03,5.61,27.4,25.51,1,0,10,50,349.43,3.278,5.423628753
0.03,5.61,10.36,2.64,1,0,10,50,821.6894831,2.417221,5.605343583
0.03,5.61,17.13,13.91,1,0,10,50,370.789,1.699,5.452890356
0.03,5.61,18.74,15.85,1,0,10,50,379.43,2.073,4.985970811
0.03,5.61,39.81,37.63,1,0,10,50,996.43,2.417221,4.824200795
0.03,5.65,16.06,14.12,0,1,6.4,70,274.5,2.417221,5.175278455
0.03,5.65,24.66,23.83,0,1,6.4,70,659.6,2.417221,4.683458845
0.03,5.65,45.59,45.15,0,1,6.4,70,338.6,2.417221,4.060047597
0.03,5.65,62.21,61.04,0,1,6.4,70,274.5,2.417221,3.039443029
0.03,5.65,64.94,63.82,0,1,6.4,70,274.5,2.417221,2.785296329
0.03,5.65,100.16,99.44,0,1,6.4,70,659.6,2.417221,2.20688844
0.03,5.65,99.58,98.85,0,1,6.4,70,274.5,2.417221,1.937582343
0.03,5.65,98.3,98.09,0,1,6.4,70,659.6,2.417221,2.642629358
0.03,7.13,177.32,176.59,0,0,0,77,274.5,2.417221,3.217342336
0.03,7.13,166.91,166.11,0,0,0,77,370.789,0.32,3.422477452
0.03,7.13,43.05,41.82,0,0,0,77,271.441,2.417221,5.289564961
0.03,7.13,90.25,89.98,0,0,0,77,724.89,0.05,3.532629857
0.03,7.13,102.69,102.4,0,0,0,77,684.935,2.417221,3.54079252
0.03,7.13,194.57,193.8,0,0,0,77,297.71,3.182,3.111396294
0.03,7.13,64.79,64.08,0,0,0,77,271.441,2.417221,4.752162604
0.03,7.13,83.75,83.43,0,0,0,77,684.935,2.417221,3.068555545
0.03,7.13,61.73,61.2,0,0,0,77,370.789,2.417221,4.16064256
0.03,7.13,196.66,195.87,0,0,0,77,294.247,2.399,2.718513559
0.03,7.13,62.19,61.85,0,0,0,77,338.539,2.417221,5.105994709
0.03,7.13,120.81,120.69,0,0,0,77,257.03,2.417221,3.714985199
0.03,7.13,188.51,187.73,0,0,0,77,271.441,2.417221,3.38371079
0.03,7.13,77.21,76.89,0,0,0,77,345.419,2.417221,3.724364018
0.03,7.13,56.73,56.4,0,0,0,77,345.419,2.417221,4.314590501
0.03,7.13,107.01,106.17,0,0,0,77,370.789,2.417221,3.738035893
0.03,7.13,184.99,184.17,0,0,0,77,271.9,6.091,3.417668345
0.03,7.13,186.97,186.86,0,0,0,77,202.85,3.2,2.686118273
0.03,7.13,149.72,149.43,0,0,0,77,308.6450892,2.417221,3.736799989
0.03,7.13,75.24,74.92,0,0,0,77,345.419,2.417221,4.158162533
0.03,7.13,65.89,65.04,0,0,0,77,345.419,2.417221,4.812246061
0.03,7.13,118.61,118.5,0,0,0,77,345.419,2.417221,4.226429557
0.03,7.13,54.99,54.68,0,0,0,77,345.419,2.417221,4.550570426
0.03,7.13,61.54,61.21,0,0,0,77,684.935,2.417221,4.47221748
0.03,7.13,12.02,10.35,0,0,0,77,684.935,2.417221,5.732773757
0.03,7.13,104.85,104.55,0,0,0,77,338.539,2.417221,4.066880884
0.03,7.13,90.69,89.87,0,0,0,77,345.419,2.417221,4.051445558
0.03,7.13,184.31,184.03,0,0,0,77,370.789,2.417221,3.237390251
0.03,7.13,73.78,73.55,0,0,0,77,345.419,2.417221,4.509315048
0.03,7.13,74.23,74,0,0,0,77,207.469,2.417221,4.669022516
0.03,7.13,31.44,31.06,0,0,0,77,379.32,2.417221,4.995603846
0.03,7.13,50.68,50.42,0,0,0,77,684.935,2.417221,4.427229825
0.03,7.13,192.27,191.45,0,0,0,77,301,4.852,3.11713497
0.03,7.13,178.75,177.94,0,0,0,77,365.22,2.918,3.702956105
0.03,7.13,191.11,190.3,0,0,0,77,270.19,2.417221,3.484319314
0.03,7.13,180.1,179.29,0,0,0,77,349.43,3.278,3.446533708
0.03,7.13,187.59,186.79,0,0,0,77,270.19,2.797,2.691061639
0.03,7.13,184.76,183.96,0,0,0,77,376.073,2.724,3.164526654
0.03,7.13,194.95,194.67,0,0,0,77,381.23,2.771,2.824501396
0.03,7.13,173.37,172.58,0,0,0,77,370.789,0.32,3.06816874
0.03,7.13,185.63,184.96,0,0,0,77,425.34,2.417221,3.809532053
0.03,7.13,172.74,172.05,0,0,0,77,345.419,2.417221,3.873790283
0.03,7.13,147.23,146.51,0,0,0,77,442.02,2.417221,3.933430538
0.03,7.13,173.3,172.49,0,0,0,77,376.073,2.417221,3.909138051
0.03,7.13,113.1,112.26,0,0,0,77,345.419,2.417221,3.902449072
0.03,7.13,92.13,91.96,0,0,0,77,345.419,2.417221,4.610367735
0.03,7.13,91.46,91.15,0,0,0,77,271.441,2.417221,3.80621528
0.03,7.13,85.19,84.87,0,0,0,77,370.789,0.84,4.033079232
0.03,7.13,53.51,53.17,0,0,0,77,345.419,2.417221,4.432001923
0.03,7.13,198.86,198.13,0,0,0,77,269.14,2.417221,2.91934451
0.03,7.13,178.53,178.25,0,0,0,77,405.1888981,2.738,3.300630233
0.03,7.13,62.16,61.84,0,0,0,77,345.419,2.417221,4.163568146
0.03,7.13,110.86,110.72,0,0,0,77,338.539,2.417221,4.133785777
0.03,7.13,187.07,186.31,0,0,0,77,508.08,1.295,3.410173032
0.03,7.13,157.16,156.46,0,0,0,77,452.86,2.417221,3.676239931
0.03,7.13,172.68,171.89,0,0,0,77,430.69,2.417221,3.567498059
0.03,7.13,144.18,143.36,0,0,0,77,229.787,0.96,3.462363685
0.03,7.13,124.08,123.79,0,0,0,77,370.789,0.76,3.140334856
0.03,7.13,123.42,123.25,0,0,0,77,324.5,2.417221,3.919815654
0.03,7.13,97.21,96.91,0,0,0,77,684.935,2.417221,3.365043024
0.03,7.13,105.5,105.2,0,0,0,77,271.441,1.04,4.115948217
0.03,7.13,103.92,103.62,0,0,0,77,271.441,2.417221,3.79684281
0.03,7.13,102,101.71,0,0,0,77,271.441,2.417221,3.914966777
0.03,7.13,108.32,108.02,0,0,0,77,271.441,2.417221,3.703067095
0.03,7.13,105.25,104.95,0,0,0,77,271.441,2.417221,4.750331629
0.03,7.13,105.45,104.67,0,0,0,77,370.789,2.417221,3.754532835
0.03,7.13,93.02,92.71,0,0,0,77,370.789,2.417221,4.04731647
0.03,7.13,87.51,87.2,0,0,0,77,659.6,2.417221,3.960626303
0.03,7.13,73.2,72.88,0,0,0,77,345.419,2.417221,3.282990227
0.03,7.13,192.34,191.59,0,0,0,77,338.539,2.417221,3.339091751
0.03,7.13,134.41,134.11,0,0,0,77,370.789,2.417221,3.948013553
0.03,7.13,42.25,42.06,0,0,0,77,684.935,2.417221,4.281499939
0.03,7.13,136.53,135.77,0,0,0,77,345.419,2.417221,4.070779488
0.03,7.13,63.24,62.91,0,0,0,77,345.419,2.417221,3.992274215
0.03,7.13,170.38,169.59,0,0,0,77,338.539,2.417221,3.552514294
0.03,7.13,170.64,169.83,0,0,0,77,298.68,2.966,4.104479739
0.03,7.13,114.27,113.45,0,0,0,77,345.419,2.417221,3.929085708
0.03,7.13,119.51,118.71,0,0,0,77,338.6,2.417221,3.930755817
0.03,6.7,146.35,146.32,0,0,0.1,90,274.5,2.417221,2.916056074
0.03,6.7,148.85,148.82,0,0,0.1,90,424.8,2.417221,3.365059297
0.03,6.7,199.29,199.27,0,0,0.1,90,659.6,2.417221,2.054156139
0.03,6.7,119.88,119.84,0,0,0.1,90,424.8,2.417221,2.526116268
0.03,6.7,104.78,104.73,0,0,0.1,90,382.5,2.417221,2.857156498
0.03,7.9,50.94,49.94,0,0,0,71,963.94,2.417221,4.630884247
0.03,7.9,139.85,139.27,0,0,0,71,274.5,2.417221,3.896397651
0.03,7.9,141.29,140.71,0,0,0,71,424.8,2.417221,4.355049141
0.03,7.9,43.25,42.99,0,0,0,71,963.94,2.417221,4.425432272
0.03,7.9,104.94,104.16,0,0,0,71,424.8,2.417221,3.733195944
0.03,7.9,54.78,53.01,0,0,0,71,382.5,2.417221,4.336862839
0.03,7.9,3.75,0.18,0,0,0,71,329.4,2.417221,5.773025587
0.03,7.9,126.96,126.4,0,0,0,71,376.1,2.417221,4.41738136
0.03,7.9,164.69,164.66,0,0,0,71,338.6,2.417221,3.586219913
0.05,7.36,117.75,114.62,1,0,0,75,316.46,2.169,4.027023291
0.05,6.19,17.9,17.64,0,0,0,90,408.93,2.417221,4.384595767
0.05,6.19,10.04,9.58,0,0,0,90,289.56,2.417221,5.999977144
0.05,6.19,13.24,12.9,0,0,0,90,256.82,2.417221,5.677786498
0.05,6.19,16.24,15.96,0,0,0,90,527.92,2.417221,5.71571065
0.05,6.61,58.24,55.2,1,0,0,50,280.56,2.417221,3.514536154
0.05,6.61,173.88,173.16,1,0,0,50,338.539,2.417221,3.456859477
0.05,6.61,112.52,111.37,1,0,0,50,438.339,2.417221,2.491856868
0.05,6.61,63.33,61.79,1,0,0,50,235,3.220357143,4.381316392
0.05,6.61,22.63,19.33,1,0,0,50,450.28,1.52,5.830856403
0.05,6.61,92.59,92.25,1,0,0,50,477.22,2.417221,3.376634114
0.05,6.61,89.72,89.37,1,0,0,50,813.48,2.417221,3.151022374
0.05,6.61,96.93,96.81,1,0,0,50,301.95,1.04,3.657960282
0.05,6.61,30.19,25.58,1,0,0,50,684.935,2.417221,4.749134599
0.05,6.61,61.64,59.52,1,0,0,50,394.18,2.417221,3.307876333
0.05,6.61,46.78,43.95,1,0,0,50,308.35,2.417221,4.693199168
0.05,6.61,139.8,139.14,1,0,0,50,338.539,2.417221,3.76055145
0.05,6.61,130.98,130,1,0,0,50,684.935,2.417221,2.104769266
0.05,6.61,25.89,22.77,1,0,0,50,316.46,2.169,5.634940113
0.05,6.61,27.4,22.22,1,0,0,50,425.34,2.417221,4.880178211
0.05,6.61,19.3,13.99,1,0,0,50,602.1,2.417221,6.031067012
0.05,6.61,25.07,19.45,1,0,0,50,821.6894831,2.417221,5.527739196
0.05,6.61,22.57,17.22,1,0,0,50,670.84,0.32,5.876321337
0.05,6.61,193.91,193.25,1,0,0,50,271.441,2.417221,2.309214259
0.05,6.61,109.74,108.56,1,0,0,50,438.339,2.417221,2.294600341
0.05,6.61,110.18,109.01,1,0,0,50,438.339,2.417221,2.399982809
0.05,6.61,28.99,24.16,1,0,0,50,452.86,2.417221,4.99271834
0.05,6.61,38.97,35.54,1,0,0,50,529.09,2.417221,5.135858688
0.05,6.61,70.55,68.84,1,0,0,50,297.917,2.40625,3.362721645
0.05,6.61,53.34,52.64,1,0,0,50,597.12,2.417221,4.217954595
0.05,6.61,110.03,108.01,1,0,0,50,338.539,2.417221,3.66438254
0.05,6.61,126.78,124.79,1,0,0,50,442.88,2.417221,2.761390193
0.05,6.61,31.41,30.7,1,0,0,50,684.935,2.417221,5.520919267
0.05,6.61,63.79,61.75,1,0,0,50,669.48,2.417221,4.061599693
0.05,6.61,61.84,61.72,1,0,0,50,445.983055,2.417221,4.310338603
0.05,6.61,70.23,68.38,1,0,0,50,347.67,2.417221,3.63475808
0.05,6.61,41.38,39.45,1,0,0,50,298.68,2.966,4.793074704
0.05,6.61,62.23,61.64,1,0,0,50,486,2.417221,4.079872795
0.05,6.24,4.74,3.51,0,0,2,80,288.77,2.417221,6.095498861
0.05,6.5,49.38,49.13,1,0,2.3,12,424.8,2.417221,3.875031753
0.05,6.5,35.67,33.32,1,0,2.3,12,274.5,2.417221,4.452156729
0.05,6.5,81,80.37,1,0,2.3,12,274.5,2.417221,4.085982981
0.05,6.5,102.16,102.05,1,0,2.3,12,659.6,2.417221,4.012833222
